province,constituency_code,n_pdfs,n_pdfs_before_june_25,n_compressed_files,n_compressed_files_before_june_25,n_other_files,n_other_files_before_june_25,folder_name
Punjab,NA-117,16,6,0,0,0,0,NA-117
Punjab,PP-238,13,13,0,0,0,0,PP-238
Punjab,NA-150,15,15,0,0,0,0,NA-150
Punjab,NA-88,16,16,0,0,0,0,NA-88
Punjab,PP-205,11,11,0,0,0,0,PP-205
Punjab,PP-59,34,34,0,0,0,0,PP-59
Punjab,PP-270,9,9,0,0,0,0,PP-270
Punjab,PP-100,26,26,0,0,0,0,PP-100
Punjab,PP-21,15,15,0,0,0,0,PP-21
Punjab,NA-120,11,11,0,0,0,0,NA-120
Punjab,NA-136,17,17,0,0,0,0,NA-136
Punjab,PP-80,20,20,0,0,0,0,PP-80
Punjab,PP-105,19,19,0,0,0,0,PP-105
Punjab,PP-51,20,20,0,0,0,0,PP-51
Punjab,PP-230,26,26,0,0,0,0,PP-230
Punjab,PP-22,16,16,0,0,0,0,PP-22
Punjab,PP-223,14,14,0,0,0,0,PP-223
Punjab,PP-273,18,0,0,0,0,0,PP-273
Punjab,PP-96,19,19,0,0,0,0,PP-96
Punjab,PP-168,39,39,0,0,0,0,PP-168
Punjab,PP-219,20,20,0,0,0,0,PP-219
Punjab,PP-65,22,22,0,0,0,0,PP-65
Punjab,PP-56,19,19,0,0,0,0,PP-56
Punjab,PP-153,36,36,0,0,0,0,PP-153
Punjab,NA-165,12,12,0,0,0,0,NA-165
Punjab,NA-162,14,14,0,0,0,0,NA-162
Punjab,PP-291,16,0,0,0,0,0,PP-291
Punjab,PP-209,11,11,0,0,0,0,PP-209
Punjab,PP-41,35,35,0,0,0,0,PP-41
Punjab,PP-52,25,25,0,0,0,0,PP-52
Punjab,PP-141,26,26,0,0,0,0,PP-141
Punjab,PP-145,31,31,0,0,0,0,PP-145
Punjab,NA-99,16,16,0,0,0,0,NA-99
Punjab,PP-72,17,17,0,0,0,0,PP-72
Punjab,NA-160,9,9,0,0,0,0,NA-160
Punjab,PP-182,24,24,0,0,0,0,PP-182 
Punjab,PP-132,0,0,0,0,0,0,PP-132
Punjab,NA-121,22,22,0,0,0,0,NA-121
Punjab,PP-222,14,14,0,0,0,0,PP-222
Punjab,NA-155,25,25,0,0,0,0,NA-155
Punjab,PP-174,27,27,0,0,0,0,PP-174 
Punjab,NA-139,1,0,0,0,0,0,NA-139 
Punjab,PP-176,18,18,0,0,0,0,PP-176
Punjab,PP-67,21,21,0,0,0,0,PP-67
Punjab,PP-70,15,15,0,0,0,0,PP-70
Punjab,PP-11,23,23,0,0,0,0,PP-11
Punjab,NA-119,14,14,0,0,0,0,NA-119
Punjab,PP-180,9,9,0,0,0,0,PP-180 
Punjab,PP-274,5,5,0,0,0,0,PP-274
Punjab,PP-265,16,16,0,0,0,0,PP-265
Punjab,PP-155,26,26,0,0,0,0,PP-155
Punjab,NA-167,22,22,0,0,0,0,NA-167
Punjab,PP-114,28,28,0,0,0,0,PP-114
Punjab,PP-243,23,23,0,0,0,0,PP-243
Punjab,NA-185,0,0,0,0,0,0,NA-185
Punjab,NA-156,20,20,0,0,0,0,NA-156
Punjab,NA-159,18,18,0,0,0,0,NA-159
Punjab,PP-126,22,22,0,0,0,0,PP-126
Punjab,PP-79,28,28,0,0,0,0,PP-79
Punjab,PP-133,28,28,0,0,0,0,PP-133
Punjab,PP-109,18,18,0,0,0,0,PP-109
Punjab,PP-293,11,11,0,0,0,0,PP-293
Punjab,PP-211,28,28,0,0,0,0,PP-211
Punjab,PP-193,17,17,0,0,0,0,PP-193
Punjab,PP-14,43,43,0,0,0,0,PP-14
Punjab,PP-204,21,21,0,0,0,0,PP-204
Punjab,PP-128,15,15,0,0,0,0,PP-128
Punjab,PP-201,1,0,0,0,0,0,PP-201
Punjab,PP-15,27,27,0,0,0,0,PP-15
Punjab,PP-73,25,25,0,0,0,0,PP-73
Punjab,PP-63,18,18,0,0,0,0,PP-63
Punjab,PP-66,20,20,0,0,0,0,PP-66
Khyber Pakhtunkhwa,PK-79,23,23,0,0,0,0,PK-79
Khyber Pakhtunkhwa,PK-54,15,15,0,0,0,0,PK-54
Khyber Pakhtunkhwa,PK-33,22,22,0,0,0,0,PK-33
Khyber Pakhtunkhwa,PK-65,18,18,0,0,0,0,PK-65
Khyber Pakhtunkhwa,NA-10,11,11,0,0,0,0,NA-10
Khyber Pakhtunkhwa,NA-12,15,15,0,0,0,0,NA-12
Khyber Pakhtunkhwa,PK-64,14,14,0,0,0,0,PK-64
Khyber Pakhtunkhwa,NA-28,9,9,0,0,0,0,NA-28
Khyber Pakhtunkhwa,NA-41,35,35,0,0,0,0,NA-41
Khyber Pakhtunkhwa,PK-47,19,19,0,0,0,0,PK-47
Khyber Pakhtunkhwa,PK-04,28,28,0,0,0,0,PK-04
Khyber Pakhtunkhwa,NA-31,18,18,0,0,0,0,NA-31
Khyber Pakhtunkhwa,PK-44,22,22,0,0,0,0,PK-44
Khyber Pakhtunkhwa,PK-53,16,16,0,0,0,0,PK-53
Khyber Pakhtunkhwa,NA-40,26,26,0,0,0,0,NA-40
Khyber Pakhtunkhwa,PK-58,15,15,0,0,0,0,PK-58
Khyber Pakhtunkhwa,NA-2,23,23,0,0,0,0,NA-2
Khyber Pakhtunkhwa,NA-20,16,16,0,0,0,0,NA-20
Khyber Pakhtunkhwa,PK-18,15,15,0,0,0,0,PK-18
Khyber Pakhtunkhwa,PK-62,20,20,0,0,0,0,PK-62
Khyber Pakhtunkhwa,NA-42,21,21,0,0,0,0,NA-42
Khyber Pakhtunkhwa,PK-95,18,18,0,0,0,0,PK-95
Khyber Pakhtunkhwa,NA-21,12,12,0,0,0,0,NA-21
Khyber Pakhtunkhwa,PK-69,15,15,0,0,0,0,PK-69
Khyber Pakhtunkhwa,NA-51,20,20,0,0,0,0,NA-51
Khyber Pakhtunkhwa,NA-15,8,8,0,0,0,0,NA-15
Khyber Pakhtunkhwa,NA-1,18,18,0,0,0,0,NA-1
Khyber Pakhtunkhwa,PK-67,16,16,0,0,0,0,PK-67
Khyber Pakhtunkhwa,PK-97,18,18,0,0,0,0,PK-97
Khyber Pakhtunkhwa,NA-13,0,0,0,0,0,0,NA-13
Khyber Pakhtunkhwa,PK-27,12,12,0,0,0,0,PK-27
Khyber Pakhtunkhwa,PK-39,27,27,0,0,0,0,PK-39
Khyber Pakhtunkhwa,NA-48,41,41,0,0,0,0,NA-48
Khyber Pakhtunkhwa,PK-05,25,25,0,0,0,0,PK-05
Khyber Pakhtunkhwa,PK-87,17,17,0,0,0,0,PK-87
Khyber Pakhtunkhwa,PK-03,16,16,0,0,0,0,PK-03
Khyber Pakhtunkhwa,PK-01,27,27,0,0,0,0,PK-01
Khyber Pakhtunkhwa,NA-24,13,13,0,0,0,0,NA-24
Khyber Pakhtunkhwa,PK-37,26,26,0,0,0,0,PK-37
Khyber Pakhtunkhwa,PK-86,32,32,0,0,0,0,PK-86
Khyber Pakhtunkhwa,PK-92,22,22,0,0,0,0,PK-92
Khyber Pakhtunkhwa,PK-81,26,26,0,0,0,0,PK-81
Khyber Pakhtunkhwa,PK-88,12,12,0,0,0,0,PK-88
Khyber Pakhtunkhwa,PK-34,25,25,0,0,0,0,PK-34
Khyber Pakhtunkhwa,PK-41,12,12,0,0,0,0,PK-41
Khyber Pakhtunkhwa,PK-77,30,30,0,0,0,0,PK-77
Khyber Pakhtunkhwa,PK-45,18,18,0,0,0,0,PK-45
Khyber Pakhtunkhwa,PK-25,31,31,0,0,0,0,PK-25
Khyber Pakhtunkhwa,PK-20,22,22,0,0,0,0,PK-20
Khyber Pakhtunkhwa,PK-08,19,19,0,0,0,0,PK-08
Khyber Pakhtunkhwa,PK-23,24,24,0,0,0,0,PK-23
Khyber Pakhtunkhwa,PK-68,16,16,0,0,0,0,PK-68
Khyber Pakhtunkhwa,NA-34,30,30,0,0,0,0,NA-34
Khyber Pakhtunkhwa,PK-98,15,15,0,0,0,0,PK-98
Khyber Pakhtunkhwa,PK-59,17,17,0,0,0,0,PK-59
Khyber Pakhtunkhwa,PK-89,24,24,0,0,0,0,PK-89
Khyber Pakhtunkhwa,PK-30,20,20,0,0,0,0,PK-30
Khyber Pakhtunkhwa,PK-74,18,18,0,0,0,0,PK-74
Khyber Pakhtunkhwa,NA-9,23,23,0,0,0,0,NA-9
Khyber Pakhtunkhwa,PK-24,16,16,0,0,0,0,PK-24
Khyber Pakhtunkhwa,PK-06,27,27,0,0,0,0,PK-06
Khyber Pakhtunkhwa,NA-27,13,13,0,0,0,0,NA-27
Khyber Pakhtunkhwa,PK-10,23,23,0,0,0,0,PK-10
Khyber Pakhtunkhwa,NA-7,13,13,0,0,0,0,NA-7
Khyber Pakhtunkhwa,NA-26,12,12,0,0,0,0,NA-26
Khyber Pakhtunkhwa,PK-17,16,16,0,0,0,0,PK-17
Khyber Pakhtunkhwa,NA-46,30,30,0,0,0,0,NA-46
Khyber Pakhtunkhwa,PK-63,19,19,0,0,0,0,PK-63
Khyber Pakhtunkhwa,NA-5,0,0,1,1,1,1,NA-5
Khyber Pakhtunkhwa,PK-11,19,19,0,0,0,0,PK-11
Khyber Pakhtunkhwa,NA-23,16,16,0,0,0,0,NA-23
Khyber Pakhtunkhwa,PK-94,18,18,0,0,0,0,PK-94
Khyber Pakhtunkhwa,PK-26,6,6,0,0,0,0,PK-26
Khyber Pakhtunkhwa,PK-61,20,20,0,0,0,0,PK-61
Khyber Pakhtunkhwa,PK-78,27,27,0,0,0,0,PK-78
Khyber Pakhtunkhwa,PK-12,16,16,0,0,0,0,PK-12
Khyber Pakhtunkhwa,NA-35,20,20,0,0,0,0,NA-35
Khyber Pakhtunkhwa,PK-93,26,26,0,0,0,0,PK-93
Khyber Pakhtunkhwa,NA-50,30,30,0,0,0,0,NA-50
Khyber Pakhtunkhwa,NA-22,13,13,0,0,0,0,NA-22
Khyber Pakhtunkhwa,NA-25,15,15,0,0,0,0,NA-25
Khyber Pakhtunkhwa,PK-73,30,30,0,0,0,0,PK-73
Khyber Pakhtunkhwa,NA-3,0,0,0,0,27,27,NA-3
Khyber Pakhtunkhwa,PK-70,17,17,0,0,0,0,PK-70
Khyber Pakhtunkhwa,NA-36,28,28,0,0,0,0,NA-36
Khyber Pakhtunkhwa,PK-22,18,18,0,0,0,0,PK-22
Khyber Pakhtunkhwa,PK-16,12,12,0,0,0,0,PK-16
Khyber Pakhtunkhwa,PK-35,10,10,0,0,0,0,PK-35
Khyber Pakhtunkhwa,PK-42,18,18,0,0,0,0,PK-42
Khyber Pakhtunkhwa,PK-85,19,19,0,0,0,0,PK-85
Khyber Pakhtunkhwa,PK-02,11,11,0,0,0,0,PK-02
Khyber Pakhtunkhwa,PK-50,17,17,0,0,0,0,PK-50
Khyber Pakhtunkhwa,PK-46,13,13,0,0,0,0,PK-46
Khyber Pakhtunkhwa,PK-71,16,16,0,0,0,0,PK-71
Khyber Pakhtunkhwa,PK-96,19,19,0,0,0,0,PK-96
Khyber Pakhtunkhwa,PK-75,35,35,0,0,0,0,PK-75
Khyber Pakhtunkhwa,PK-31,20,20,0,0,0,0,PK-31
Khyber Pakhtunkhwa,PK-72,22,22,0,0,0,0,PK-72
Khyber Pakhtunkhwa,NA-29,13,13,0,0,0,0,NA-29
Khyber Pakhtunkhwa,PK-51,41,41,0,0,0,0,PK-51
Khyber Pakhtunkhwa,PK-14,28,28,0,0,0,0,PK-14
Khyber Pakhtunkhwa,NA-18,20,20,0,0,0,0,NA-18
Khyber Pakhtunkhwa,NA-49,29,29,0,0,0,0,NA-49
Khyber Pakhtunkhwa,PK-49,18,18,0,0,0,0,PK-49
Khyber Pakhtunkhwa,PK-21,25,25,0,0,0,0,PK-21
Khyber Pakhtunkhwa,NA-37,14,14,0,0,0,0,NA-37
Khyber Pakhtunkhwa,NA-16,22,22,0,0,0,0,NA-16
Khyber Pakhtunkhwa,NA-44,50,50,0,0,0,0,NA-44
Khyber Pakhtunkhwa,NA-43,19,19,0,0,0,0,NA-43
Khyber Pakhtunkhwa,PK-43,31,31,0,0,0,0,PK-43
Khyber Pakhtunkhwa,PK-28,17,17,0,0,0,0,PK-28
Khyber Pakhtunkhwa,NA-4,20,20,0,0,0,0,NA-4
Khyber Pakhtunkhwa,PK-15,22,22,0,0,0,0,PK-15
Khyber Pakhtunkhwa,NA-14,17,17,0,0,0,0,NA-14
Khyber Pakhtunkhwa,NA-19,21,21,0,0,0,0,NA-19
Khyber Pakhtunkhwa,PK-48,14,14,0,0,0,0,PK-48
Khyber Pakhtunkhwa,PK-40,14,14,0,0,0,0,PK-40
Khyber Pakhtunkhwa,PK-76,32,32,0,0,0,0,PK-76
Khyber Pakhtunkhwa,NA-39,16,16,0,0,0,0,NA-39
Khyber Pakhtunkhwa,PK-07,19,19,0,0,0,0,PK-07
Khyber Pakhtunkhwa,PK-32,21,21,0,0,0,0,PK-32
Khyber Pakhtunkhwa,PK-38,33,33,0,0,0,0,PK-38
Khyber Pakhtunkhwa,NA-45,18,18,0,0,0,0,NA-45
Khyber Pakhtunkhwa,PK-13,16,16,0,0,0,0,PK-13
Khyber Pakhtunkhwa,PK-56,25,25,0,0,0,0,PK-56
Khyber Pakhtunkhwa,NA-13,22,22,0,0,0,0,NA-13
Khyber Pakhtunkhwa,PK-82,17,17,0,0,0,0,PK-82
Khyber Pakhtunkhwa,PK-90,18,18,0,0,0,0,PK-90
Khyber Pakhtunkhwa,PK-09,19,19,0,0,0,0,PK-09
Khyber Pakhtunkhwa,PK-99,14,14,0,0,0,0,PK-99
Khyber Pakhtunkhwa,PK-19,20,20,0,0,0,0,PK-19
Khyber Pakhtunkhwa,PK-36,26,26,0,0,0,0,PK-36
Khyber Pakhtunkhwa,NA-30,15,15,0,0,0,0,NA-30
Khyber Pakhtunkhwa,PK-55,21,21,0,0,0,0,PK-55
Khyber Pakhtunkhwa,PK-66,19,19,0,0,0,0,PK-66
Khyber Pakhtunkhwa,PK-91,26,26,0,0,0,0,PK-91
Khyber Pakhtunkhwa,NA-8,27,27,0,0,0,0,NA-8
Khyber Pakhtunkhwa,PK-52,22,22,0,0,0,0,PK-52
Khyber Pakhtunkhwa,PK-84,36,36,0,0,0,0,PK-84
Khyber Pakhtunkhwa,NA-11,26,26,0,0,0,0,NA-11
Khyber Pakhtunkhwa,NA-38,21,21,0,0,0,0,NA-38
Khyber Pakhtunkhwa,PK-83,31,31,0,0,0,0,PK-83
Khyber Pakhtunkhwa,PK-29,23,23,0,0,0,0,PK-29
Khyber Pakhtunkhwa,NA-6,21,21,0,0,0,0,NA-6
Khyber Pakhtunkhwa,NA-17,16,16,0,0,0,0,NA-17
Khyber Pakhtunkhwa,PK-80,26,26,0,0,0,0,PK-80
Khyber Pakhtunkhwa,PK-57,18,18,0,0,0,0,PK-57
Khyber Pakhtunkhwa,NA-32,18,18,0,0,0,0,NA-32
Khyber Pakhtunkhwa,NA-33,20,20,0,0,0,0,NA-33
Khyber Pakhtunkhwa,PK-60,24,24,0,0,0,0,PK-60
Khyber Pakhtunkhwa,NA-47,35,35,0,0,0,0,NA-47
Sindh,PS-77,25,25,0,0,0,0,PS-77
Sindh,PS-24,30,30,0,0,0,0,PS-24
Sindh,PS-38,32,32,0,0,0,0,PS-38
Sindh,PS-107,37,37,0,0,0,0,PS-107
Sindh,PS-06,3,3,0,0,0,0,PS-06
Sindh,PS-39,12,12,0,0,0,0,PS-39
Sindh,NA-217,21,21,0,0,0,0,NA-217
Sindh,PS-56,29,29,0,0,0,0,PS-56
Sindh,PS-05,15,15,0,0,0,0,PS-05
Sindh,PS-96,25,25,0,0,0,0,PS-96
Sindh,PS-55,23,23,0,0,0,0,PS-55
Sindh,PS-69,13,13,0,0,0,0,PS-69
Sindh,NA-221,9,9,0,0,0,0,NA-221
Sindh,PS-99,47,47,0,0,0,0,PS-99
Sindh,PS-48,18,18,0,0,0,0,PS-48
Sindh,PS-59,25,25,0,0,0,0,PS-59
Sindh,PS-21,27,27,0,0,0,0,PS-21
Sindh,PS-105,39,39,0,0,0,0,PS-105
Sindh,PS-47,9,9,0,0,0,0,PS-47
Sindh,PS-52,20,20,1,1,0,0,PS-52
Sindh,NA-232,16,16,0,0,0,0,NA-232
Sindh,NA-228,12,12,0,0,0,0,NA-228
Sindh,PS-46,20,20,0,0,0,0,PS-46
Sindh,NA-224,21,21,0,0,0,0,NA-224
Sindh,PS-80,22,22,0,0,0,0,PS-80
Sindh,PS-87,33,33,0,0,0,0,PS-87
Sindh,PS-124,32,32,0,0,0,0,PS-124
Sindh,PS-117,35,35,0,0,0,0,PS-117
Sindh,PS-49,20,20,0,0,0,0,PS-49
Sindh,PS-75,22,22,0,0,0,0,PS-75
Sindh,PS-88,27,27,0,0,0,0,PS-88
Sindh,NA-222,20,20,0,0,1,1,NA-222
Sindh,PS-14,15,15,0,0,0,0,PS-14
Sindh,PS-02,20,20,0,0,1,1,PS-02
Sindh,PS-61,24,24,0,0,0,0,PS-61
Sindh,NA-219,10,10,0,0,0,0,NA-219
Sindh,PS-58,21,21,0,0,0,0,PS-58
Sindh,PS-90,48,48,0,0,0,0,PS-90
Sindh,PS-30,29,29,0,0,0,0,PS-30
Sindh,PS-54,25,25,0,0,0,0,PS-54
Sindh,PS-92,40,40,0,0,0,0,PS-92
Sindh,PS-81,12,12,0,0,0,0,PS-81
Sindh,PS-10,21,21,0,0,0,0,PS-10
Sindh,PS-20,12,12,0,0,0,0,PS-20
Sindh,PS-126,33,33,0,0,0,0,PS-126
Sindh,NA-209,9,9,0,0,0,0,NA-209
Sindh,PS-12,21,21,0,0,0,0,PS-12
Sindh,PS-106,43,43,0,0,0,0,PS-106
Sindh,NA-238,2,2,0,0,0,0,NA-238
Sindh,NA-226,30,30,0,0,0,0,NA-226
Sindh,PS-130,36,36,0,0,0,0,PS-130
Sindh,PS-01,18,18,0,0,0,0,PS-01
Sindh,PS-09,10,10,0,0,0,0,PS-09
Sindh,PS-29,14,14,0,0,0,0,PS-29
Sindh,NA-242,24,24,0,0,0,0,NA-242
Sindh,PS-121,27,27,0,0,0,0,PS-121
Sindh,PS-72,11,11,0,0,0,0,PS-72
Sindh,NA-234,14,14,0,0,0,0,NA-234
Sindh,NA-203,15,15,0,0,0,0,NA-203
Sindh,PS-22,20,20,0,0,0,0,PS-22
Sindh,NA-253,24,24,0,0,0,0,NA-253
Sindh,NA-243,29,29,0,0,0,0,NA-243
Sindh,PS-119,0,0,0,0,1,1,PS-119
Sindh,PS-34,28,28,0,0,0,0,PS-34
Sindh,NA-215,15,15,1,1,0,0,NA-215
Sindh,PS-102,38,38,0,0,0,0,PS-102
Sindh,PS-71,6,6,0,0,0,0,PS-71
Sindh,PS-123,33,33,0,0,0,0,PS-123
Sindh,PS-41,17,17,0,0,0,0,PS-41
Sindh,NA-241,23,23,0,0,0,0,NA-241
Sindh,PS-17,32,32,0,0,0,0,PS-17
Sindh,PS-62,6,5,0,0,0,0,PS-62
Sindh,PS-04,12,12,0,0,0,0,PS-04
Sindh,NA-210,14,14,0,0,0,0,NA-210
Sindh,NA-251,20,20,0,0,0,0,NA-251
Sindh,PS-128,34,34,0,0,0,0,PS-128
Sindh,NA-250,25,25,0,0,0,0,NA-250
Sindh,PS-125,30,30,0,0,0,0,PS-125
Sindh,PS-60,31,31,0,0,0,0,PS-60
Sindh,PS-50,13,13,0,0,0,0,PS-50
Sindh,NA-249,1,1,0,0,1,1,NA-249
Sindh,NA-240,24,24,0,0,0,0,NA-240
Sindh,PS-109,35,35,0,0,0,0,PS-109
Sindh,NA-199,15,15,0,0,0,0,NA-199
Sindh,PS-120,33,33,0,0,0,0,PS-120
Sindh,PS-11,26,26,0,0,0,0,PS-11
Sindh,PS-127,16,16,0,0,0,0,PS-127
Sindh,PS-36,19,19,0,0,0,0,PS-36
Sindh,NA-235,11,11,0,0,0,0,NA-235
Sindh,PS-32,16,16,0,0,0,0,PS-32
Sindh,NA-201,6,6,0,0,0,0,NA-201
Sindh,NA-211,30,30,0,0,0,0,NA-211
Sindh,PS-114,38,38,0,0,0,0,PS-114
Sindh,PS-82,17,0,0,0,0,0,PS-82
Sindh,PS-91,39,39,0,0,0,0,PS-91
Sindh,PS-68,24,24,0,0,0,0,PS-68
Sindh,NA-256,23,23,0,0,0,0,NA-256
Sindh,NA-214,21,21,0,0,0,0,NA-214
Sindh,PS-35,1,1,0,0,0,0,PS-35
Sindh,PS-65,58,58,0,0,0,0,PS-65
Sindh,PS-115,35,35,0,0,1,1,PS-115
Sindh,NA-231,12,12,0,0,0,0,NA-231
Sindh,NA-249,59,59,0,0,0,0,NA-249 Karachi West-II Scan Forms
Sindh,PS-113,28,28,0,0,0,0,PS-113
Sindh,NA-218,22,22,0,0,0,0,NA-218
Sindh,PS-19,27,27,0,0,0,0,PS-19
Sindh,NA-247,37,37,0,0,0,0,NA-247
Sindh,PS-97,30,30,0,0,0,0,PS-97
Sindh,NA-244,36,36,0,0,0,0,NA-244
Sindh,NA-216,18,18,0,0,1,1,NA-216
Sindh,PS-63,36,36,0,0,0,0,PS-63
Sindh,PS-95,15,15,0,0,0,0,PS-95
Sindh,PS-67,46,46,0,0,0,0,PS-67
Sindh,PS-07,26,26,0,0,0,0,PS-07
Sindh,NA-205,15,15,0,0,0,0,NA-205
Sindh,PS-15,28,28,0,0,0,0,PS-15
Sindh,NA-246,24,24,0,0,0,0,NA-246
Sindh,PS-110,44,44,0,0,0,0,PS-110
Sindh,PS-53,19,19,0,0,0,0,PS-53
Sindh,PS-26,22,22,0,0,0,0,PS-26
Sindh,PS-74,15,15,0,0,0,0,PS-74
Sindh,NA-196,17,17,0,0,0,0,NA-196
Sindh,PS-70,17,17,0,0,0,0,PS-70
Sindh,NA-229,14,14,0,0,0,0,NA-229
Sindh,NA-227,0,0,0,0,1,1,NA-227
Sindh,PS-03,15,15,0,0,0,0,PS-03
Sindh,PS-25,31,31,0,0,0,0,PS-25
Sindh,NA-237,27,27,0,0,0,0,NA-237
Sindh,PS-44,37,37,0,0,0,0,PS-44
Sindh,NA-239,31,31,0,0,0,0,NA-239
Sindh,PS-45,35,35,0,0,0,0,PS-45
Sindh,PS-85,28,28,0,0,0,0,PS-85
Sindh,PS-93,31,31,0,0,0,0,PS-93
Sindh,PS-33,29,29,0,0,0,0,PS-33
Sindh,PS-116,28,28,0,0,0,0,PS-116
Sindh,PS-16,20,20,0,0,0,0,PS-16
Sindh,NA-233,12,12,0,0,0,0,NA-233
Sindh,PS-112,44,44,0,0,1,1,PS-112
Sindh,PS-83,24,24,0,0,0,0,PS-83
Sindh,PS-101,42,42,0,0,0,0,PS-101
Sindh,PS-103,43,43,0,0,0,0,PS-103
Sindh,PS-27,10,10,0,0,0,0,PS-27
Sindh,PS-118,34,34,0,0,0,0,PS-118
Sindh,PS-73,23,23,0,0,0,0,PS-73
Sindh,NA-245,29,29,0,0,0,0,NA-245
Sindh,PS-43,18,18,0,0,0,0,PS-43
Sindh,NA-255,27,27,0,0,0,0,NA-255
Sindh,PS-66,53,53,0,0,0,0,PS-66
Sindh,NA-212,15,15,0,0,0,0,NA-212
Sindh,NA-223,21,21,0,0,0,0,NA-223
Sindh,PS-89,22,22,0,0,0,0,PS-89
Sindh,PS-57,26,26,0,0,0,0,PS-57
Sindh,NA-198,11,11,0,0,0,0,NA-198
Sindh,NA-254,22,22,0,0,0,0,NA-254
Sindh,PS-08,15,15,0,0,0,0,PS-08
Sindh,NA-225,16,16,0,0,0,0,NA-225
Sindh,PS-31,17,17,0,0,0,0,PS-31
Sindh,PS-76,15,15,0,0,0,0,PS-76
Sindh,PS-98,29,29,0,0,0,0,PS-98
Sindh,NA-206,21,21,0,0,0,0,NA-206
Sindh,PS-122,27,27,0,0,0,0,PS-122
Sindh,PS-40,20,20,0,0,0,0,PS-40
Sindh,PS-111,40,40,0,0,0,0,PS-111
Sindh,NA-227,33,33,0,0,0,0,NA-227 (SEPARATE EACH CANDIDATE)
Sindh,PS-100,42,42,0,0,0,0,PS-100
Sindh,NA-208,8,8,0,0,0,0,NA-208
Sindh,NA-202,18,18,0,0,0,0,NA-202
Sindh,NA-220,15,15,0,0,0,0,NA-220
Sindh,PS-108,36,36,0,0,0,0,PS-108
Sindh,PS-84,26,26,0,0,0,0,PS-84
Sindh,PS-13,20,20,0,0,0,0,PS-13
Sindh,PS-86,0,0,0,0,0,0,PS-86
Sindh,PS-79,17,17,0,0,0,0,PS-79
Sindh,PS-78,20,20,0,0,0,0,PS-78
Sindh,PS-18,18,18,0,0,0,0,PS-18
Sindh,PS-94,25,25,0,0,0,0,PS-94
Sindh,NA-248,22,22,0,0,0,0,NA-248
Sindh,NA-236,8,8,0,0,0,0,NA-236
Sindh,NA-213,19,19,0,0,0,0,NA-213
Sindh,NA-197,21,21,0,0,0,0,NA-197
Sindh,PS-129,31,31,0,0,0,0,PS-129
Sindh,NA-230,12,12,1,1,0,0,NA-230
Sindh,NA-252,20,20,0,0,0,0,NA-252
Sindh,PS-51,18,18,0,0,0,0,PS-51
Sindh,PS-23,23,23,0,0,0,0,PS-23
Sindh,NA-204,15,15,0,0,0,0,NA-204
Sindh,PS-37,22,22,0,0,0,0,PS-37
Sindh,PS-28,19,19,0,0,0,0,PS-28
Sindh,PS-104,47,47,0,0,0,0,PS-104
Sindh,PS-42,12,12,0,0,0,0,PS-42
Sindh,NA-207,30,30,0,0,0,0,NA-207
Sindh,NA-200,25,25,0,0,0,0,NA-200
Sindh,PS-94,25,25,0,0,0,0,PS-94
Sindh,PS-64,5,5,0,0,0,0,PS-64
